Company_ID,CompanyName,ESG_score,Country,Sector,Industrygroup,Industry,Language,Year,Scope 1 Carbon Emissions,Scope 2 Carbon Emissions,Scope 3 Carbon Emissions,Energy Consumption,Water Consumption,Waste Generation,Environmental Policy & Management,Turnover Rate,Total Employees,Gender Diversity,Training (Number of Times),Training (Average Hours),Employee Fatalities,Occupational Injury,Communities and Philanthropy,Consumer Privacy Protection,Board Composition,Ethical Behavior,Cyber Security,Alignment with Frameworks,Assurance,Policy Influence,Risk & Crisis Management,Partnerships and Collaborations,Public Sentiment,Market Share,Profitability,WACC,Volatility,Liquidity,Beta Coefficient,GDP Growth,Unemployment
26,SAP,92.433333,Germany,Information Technology,Software & Services,System Software,EN,2021,1.8486666600000001,1.8486666600000001,1.8486666600000001,0.9243333300000001,0.9243333300000001,0.9243333300000001,1.8486666600000001,1.8486666600000001,1.8486666600000001,1.8486666600000001,0.9243333300000001,0.9243333300000001,0.9243333300000001,0.9243333300000001,0.9243333300000001,4.621666650000001,13.86499995,13.86499995,9.243333300000002,1.8486666600000001,1.8486666600000001,3.6973333200000003,4.621666650000001,4.621666650000001,2.3108333250000004,4.621666650000001,1.8486666600000001,0.9243333300000001,0.9243333300000001,0.9243333300000001,0.46216666500000003,0.9243333300000001,0.9243333300000001
27,SAP,86.473333,Germany,Information Technology,Software & Services,System Software,EN,2022,1.72946666,1.72946666,1.72946666,0.86473333,0.86473333,0.86473333,1.72946666,1.72946666,1.72946666,1.72946666,0.86473333,0.86473333,0.86473333,0.86473333,0.86473333,4.32366665,12.97099995,12.97099995,8.6473333,1.72946666,1.72946666,3.45893332,4.32366665,4.32366665,2.161833325,4.32366665,1.72946666,0.86473333,0.86473333,0.86473333,0.432366665,0.86473333,0.86473333
28,SAP,89.94,Germany,Information Technology,Software & Services,System Software,EN,2023,1.7988,1.7988,1.7988,0.8994,0.8994,0.8994,1.7988,1.7988,1.7988,1.7988,0.8994,0.8994,0.8994,0.8994,0.8994,4.497,13.491,13.491,8.994,1.7988,1.7988,3.5976,4.497,4.497,2.2485,4.497,1.7988,0.8994,0.8994,0.8994,0.4497,0.8994,0.8994
29,HUAWEI,58.6,China,Information Technology,Software & Services,System Software,CN,2020,1.1720000000000002,1.1720000000000002,1.1720000000000002,0.5860000000000001,0.5860000000000001,0.5860000000000001,1.1720000000000002,1.1720000000000002,1.1720000000000002,1.1720000000000002,0.5860000000000001,0.5860000000000001,0.5860000000000001,0.5860000000000001,0.5860000000000001,2.93,8.79,8.79,5.86,1.1720000000000002,1.1720000000000002,2.3440000000000003,2.93,2.93,1.465,2.93,1.1720000000000002,0.5860000000000001,0.5860000000000001,0.5860000000000001,0.29300000000000004,0.5860000000000001,0.5860000000000001
30,HUAWEI,56.1,China,Information Technology,Software & Services,System Software,CN,2021,1.122,1.122,1.122,0.561,0.561,0.561,1.122,1.122,1.122,1.122,0.561,0.561,0.561,0.561,0.561,2.805,8.415,8.415,5.61,1.122,1.122,2.244,2.805,2.805,1.4025,2.805,1.122,0.561,0.561,0.561,0.2805,0.561,0.561
31,HUAWEI,57.7,China,Information Technology,Software & Services,System Software,CN,2022,1.1540000000000001,1.1540000000000001,1.1540000000000001,0.5770000000000001,0.5770000000000001,0.5770000000000001,1.1540000000000001,1.1540000000000001,1.1540000000000001,1.1540000000000001,0.5770000000000001,0.5770000000000001,0.5770000000000001,0.5770000000000001,0.5770000000000001,2.8850000000000002,8.655,8.655,5.7700000000000005,1.1540000000000001,1.1540000000000001,2.3080000000000003,2.8850000000000002,2.8850000000000002,1.4425000000000001,2.8850000000000002,1.1540000000000001,0.5770000000000001,0.5770000000000001,0.5770000000000001,0.28850000000000003,0.5770000000000001,0.5770000000000001
32,HUAWEI,59.4,China,Information Technology,Software & Services,System Software,CN,2023,1.188,1.188,1.188,0.594,0.594,0.594,1.188,1.188,1.188,1.188,0.594,0.594,0.594,0.594,0.594,2.97,8.91,8.91,5.94,1.188,1.188,2.376,2.97,2.97,1.485,2.97,1.188,0.594,0.594,0.594,0.297,0.594,0.594
33,Kingdee International Software Group,81.4,China,Information Technology,Software & Services,Application Software,EN,2020,1.6280000000000001,1.6280000000000001,1.6280000000000001,0.8140000000000001,0.8140000000000001,0.8140000000000001,1.6280000000000001,1.6280000000000001,1.6280000000000001,1.6280000000000001,0.8140000000000001,0.8140000000000001,0.8140000000000001,0.8140000000000001,0.8140000000000001,4.07,12.21,12.21,8.14,1.6280000000000001,1.6280000000000001,3.2560000000000002,4.07,4.07,2.035,4.07,1.6280000000000001,0.8140000000000001,0.8140000000000001,0.8140000000000001,0.40700000000000003,0.8140000000000001,0.8140000000000001
34,Kingdee International Software Group,75.465,China,Information Technology,Software & Services,Application Software,EN,2021,1.5093,1.5093,1.5093,0.75465,0.75465,0.75465,1.5093,1.5093,1.5093,1.5093,0.75465,0.75465,0.75465,0.75465,0.75465,3.7732500000000004,11.31975,11.31975,7.546500000000001,1.5093,1.5093,3.0186,3.7732500000000004,3.7732500000000004,1.8866250000000002,3.7732500000000004,1.5093,0.75465,0.75465,0.75465,0.377325,0.75465,0.75465
35,Kingdee International Software Group,77.6,China,Information Technology,Software & Services,Application Software,EN,2022,1.5519999999999998,1.5519999999999998,1.5519999999999998,0.7759999999999999,0.7759999999999999,0.7759999999999999,1.5519999999999998,1.5519999999999998,1.5519999999999998,1.5519999999999998,0.7759999999999999,0.7759999999999999,0.7759999999999999,0.7759999999999999,0.7759999999999999,3.88,11.639999999999999,11.639999999999999,7.76,1.5519999999999998,1.5519999999999998,3.1039999999999996,3.88,3.88,1.94,3.88,1.5519999999999998,0.7759999999999999,0.7759999999999999,0.7759999999999999,0.38799999999999996,0.7759999999999999,0.7759999999999999
