Company_ID,CompanyName,ESG_score,Country,Sector,Industrygroup,Industry,Language,Year,Scope 1 Carbon Emissions,Scope 2 Carbon Emissions,Scope 3 Carbon Emissions,Energy Consumption,Water Consumption,Waste Generation,Environmental Policy & Management,Turnover Rate,Total Employees,Gender Diversity,Training (Number of Times),Training (Average Hours),Employee Fatalities,Occupational Injury,Communities and Philanthropy,Consumer Privacy Protection,Board Composition,Ethical Behavior,Cyber Security,Alignment with Frameworks,Assurance,Policy Influence,Risk & Crisis Management,Partnerships and Collaborations,Public Sentiment,Market Share,Profitability,WACC,Volatility,Liquidity,Beta Coefficient,GDP Growth,Unemployment
61,Delta,81.35,China,Technology Hardware & Equipment ,"Electronic Equipment, Instruments & Components",Electronic Equipment & Instruments,EN,2021,3.254,3.254,3.254,1.627,1.627,1.627,3.254,5.28775,5.28775,2.03375,1.016875,1.016875,1.627,1.627,0.8135,4.0675,8.135,8.135,4.881,0.8135,0.8135,1.627,3.254,1.627,4.0675,2.03375,0.8135,0.8135,0.8135,0.8135,0.40675,0.8135,0.8135
62,Delta,81.75,China,Technology Hardware & Equipment ,"Electronic Equipment, Instruments & Components",Electronic Equipment & Instruments,EN,2022,3.27,3.27,3.27,1.635,1.635,1.635,3.27,5.31375,5.31375,2.04375,1.021875,1.021875,1.635,1.635,0.8175,4.0875,8.175,8.175,4.905,0.8175,0.8175,1.635,3.27,1.635,4.0875,2.04375,0.8175,0.8175,0.8175,0.8175,0.40875,0.8175,0.8175
63,Delta,81.2,China,Technology Hardware & Equipment ,"Electronic Equipment, Instruments & Components",Electronic Equipment & Instruments,EN,2023,3.248,3.248,3.248,1.624,1.624,1.624,3.248,5.278,5.278,2.03,1.015,1.015,1.624,1.624,0.812,4.06,8.12,8.12,4.872,0.812,0.812,1.624,3.248,1.624,4.06,2.03,0.812,0.812,0.812,0.812,0.406,0.812,0.812
64,SUNNY OPTICAL,61.4,China,Technology Hardware & Equipment ,"Electronic Equipment, Instruments & Components",Electronic Equipment & Instruments,EN,2020,2.456,2.456,2.456,1.228,1.228,1.228,2.456,3.991,3.991,1.535,0.7675,0.7675,1.228,1.228,0.614,3.07,6.14,6.14,3.684,0.614,0.614,1.228,2.456,1.228,3.07,1.535,0.614,0.614,0.614,0.614,0.307,0.614,0.614
65,SUNNY OPTICAL,60.75,China,Technology Hardware & Equipment ,"Electronic Equipment, Instruments & Components",Electronic Equipment & Instruments,EN,2021,2.43,2.43,2.43,1.215,1.215,1.215,2.43,3.94875,3.94875,1.51875,0.759375,0.759375,1.215,1.215,0.6075,3.0375,6.075,6.075,3.645,0.6075,0.6075,1.215,2.43,1.215,3.0375,1.51875,0.6075,0.6075,0.6075,0.6075,0.30375,0.6075,0.6075
66,SUNNY OPTICAL,66.7,China,Technology Hardware & Equipment ,"Electronic Equipment, Instruments & Components",Electronic Equipment & Instruments,EN,2022,2.668,2.668,2.668,1.334,1.334,1.334,2.668,4.3355,4.3355,1.6675,0.83375,0.83375,1.334,1.334,0.667,3.335,6.67,6.67,4.002,0.667,0.667,1.334,2.668,1.334,3.335,1.6675,0.667,0.667,0.667,0.667,0.3335,0.667,0.667
67,SUNNY OPTICAL,75.066667,China,Technology Hardware & Equipment ,"Electronic Equipment, Instruments & Components",Electronic Equipment & Instruments,EN,2023,3.00266668,3.00266668,3.00266668,1.50133334,1.50133334,1.50133334,3.00266668,4.879333355,4.879333355,1.876666675,0.938333338,0.938333338,1.50133334,1.50133334,0.75066667,3.75333335,7.5066667,7.5066667,4.50400002,0.75066667,0.75066667,1.50133334,3.00266668,1.50133334,3.75333335,1.876666675,0.75066667,0.75066667,0.75066667,0.75066667,0.375333335,0.75066667,0.75066667
68,Intel,75.233333,USA,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,EN,2020,3.00933332,3.00933332,3.00933332,1.50466666,1.50466666,1.50466666,3.00933332,4.890166645,4.890166645,1.880833325,0.940416663,0.940416663,1.50466666,1.50466666,0.75233333,3.76166665,7.5233333,7.5233333,4.51399998,0.75233333,0.75233333,1.50466666,3.00933332,1.50466666,3.76166665,1.880833325,0.75233333,0.75233333,0.75233333,0.75233333,0.376166665,0.75233333,0.75233333
69,Intel,72.058333,USA,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,EN,2021,2.88233332,2.88233332,2.88233332,1.44116666,1.44116666,1.44116666,2.88233332,4.683791645,4.683791645,1.801458325,0.900729163,0.900729163,1.44116666,1.44116666,0.72058333,3.60291665,7.2058333,7.2058333,4.32349998,0.72058333,0.72058333,1.44116666,2.88233332,1.44116666,3.60291665,1.801458325,0.72058333,0.72058333,0.72058333,0.72058333,0.360291665,0.72058333,0.72058333
70,Intel,81.15,USA,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,EN,2022,3.246,3.246,3.246,1.623,1.623,1.623,3.246,5.27475,5.27475,2.02875,1.014375,1.014375,1.623,1.623,0.8115,4.0575,8.115,8.115,4.869,0.8115,0.8115,1.623,3.246,1.623,4.0575,2.02875,0.8115,0.8115,0.8115,0.8115,0.40575,0.8115,0.8115
71,Intel,86.45,USA,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,EN,2023,3.458,3.458,3.458,1.729,1.729,1.729,3.458,5.61925,5.61925,2.16125,1.080625,1.080625,1.729,1.729,0.8645,4.3225,8.645,8.645,5.187,0.8645,0.8645,1.729,3.458,1.729,4.3225,2.16125,0.8645,0.8645,0.8645,0.8645,0.43225,0.8645,0.8645
72,Qualcomm,54.041667,USA,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,EN,2020,2.16166668,2.16166668,2.16166668,1.08083334,1.08083334,1.08083334,2.16166668,3.512708355,3.512708355,1.351041675,0.675520838,0.675520838,1.08083334,1.08083334,0.54041667,2.70208335,5.4041667,5.4041667,3.24250002,0.54041667,0.54041667,1.08083334,2.16166668,1.08083334,2.70208335,1.351041675,0.54041667,0.54041667,0.54041667,0.54041667,0.270208335,0.54041667,0.54041667
73,Qualcomm,54.041667,USA,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,EN,2021,2.16166668,2.16166668,2.16166668,1.08083334,1.08083334,1.08083334,2.16166668,3.512708355,3.512708355,1.351041675,0.675520838,0.675520838,1.08083334,1.08083334,0.54041667,2.70208335,5.4041667,5.4041667,3.24250002,0.54041667,0.54041667,1.08083334,2.16166668,1.08083334,2.70208335,1.351041675,0.54041667,0.54041667,0.54041667,0.54041667,0.270208335,0.54041667,0.54041667
74,Qualcomm,77.3,USA,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,EN,2022,3.092,3.092,3.092,1.546,1.546,1.546,3.092,5.0245,5.0245,1.9325,0.96625,0.96625,1.546,1.546,0.773,3.865,7.73,7.73,4.638,0.773,0.773,1.546,3.092,1.546,3.865,1.9325,0.773,0.773,0.773,0.773,0.3865,0.773,0.773
75,Qualcomm,75.5,USA,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,EN,2023,3.02,3.02,3.02,1.51,1.51,1.51,3.02,4.9075,4.9075,1.8875,0.94375,0.94375,1.51,1.51,0.755,3.775,7.55,7.55,4.53,0.755,0.755,1.51,3.02,1.51,3.775,1.8875,0.755,0.755,0.755,0.755,0.3775,0.755,0.755
76,TSMC,90.4,China,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,EN,2020,3.616,3.616,3.616,1.808,1.808,1.808,3.616,5.876,5.876,2.26,1.13,1.13,1.808,1.808,0.904,4.52,9.04,9.04,5.424,0.904,0.904,1.808,3.616,1.808,4.52,2.26,0.904,0.904,0.904,0.904,0.452,0.904,0.904
77,TSMC,90.4,China,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,EN,2021,3.616,3.616,3.616,1.808,1.808,1.808,3.616,5.876,5.876,2.26,1.13,1.13,1.808,1.808,0.904,4.52,9.04,9.04,5.424,0.904,0.904,1.808,3.616,1.808,4.52,2.26,0.904,0.904,0.904,0.904,0.452,0.904,0.904
78,TSMC,90.475,China,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,EN,2022,3.619,3.619,3.619,1.8095,1.8095,1.8095,3.619,5.880875,5.880875,2.261875,1.1309375,1.1309375,1.8095,1.8095,0.90475,4.52375,9.0475,9.0475,5.4285,0.90475,0.90475,1.8095,3.619,1.8095,4.52375,2.261875,0.90475,0.90475,0.90475,0.90475,0.452375,0.90475,0.90475
79,TSMC,88.575,China,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,EN,2023,3.543,3.543,3.543,1.7715,1.7715,1.7715,3.543,5.757375,5.757375,2.214375,1.1071875,1.1071875,1.7715,1.7715,0.88575,4.42875,8.8575,8.8575,5.3145,0.88575,0.88575,1.7715,3.543,1.7715,4.42875,2.214375,0.88575,0.88575,0.88575,0.88575,0.442875,0.88575,0.88575
80,SMIC,73.2,China,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,EN,2020,2.928,2.928,2.928,1.464,1.464,1.464,2.928,4.758,4.758,1.83,0.915,0.915,1.464,1.464,0.732,3.66,7.32,7.32,4.392,0.732,0.732,1.464,2.928,1.464,3.66,1.83,0.732,0.732,0.732,0.732,0.366,0.732,0.732
81,SMIC,70.2,China,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,EN,2021,2.808,2.808,2.808,1.404,1.404,1.404,2.808,4.563,4.563,1.755,0.8775,0.8775,1.404,1.404,0.702,3.51,7.02,7.02,4.212,0.702,0.702,1.404,2.808,1.404,3.51,1.755,0.702,0.702,0.702,0.702,0.351,0.702,0.702
82,SMIC,72.5,China,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,EN,2022,2.9,2.9,2.9,1.45,1.45,1.45,2.9,4.7125,4.7125,1.8125,0.90625,0.90625,1.45,1.45,0.725,3.625,7.25,7.25,4.35,0.725,0.725,1.45,2.9,1.45,3.625,1.8125,0.725,0.725,0.725,0.725,0.3625,0.725,0.725
83,SMIC,74.3,China,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,EN,2023,2.972,2.972,2.972,1.486,1.486,1.486,2.972,4.8295,4.8295,1.8575,0.92875,0.92875,1.486,1.486,0.743,3.715,7.43,7.43,4.458,0.743,0.743,1.486,2.972,1.486,3.715,1.8575,0.743,0.743,0.743,0.743,0.3715,0.743,0.743
84,TEXAS INSTRUMENTS,77,USA,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,EN,2020,3.08,3.08,3.08,1.54,1.54,1.54,3.08,5.005,5.005,1.925,0.9625,0.9625,1.54,1.54,0.77,3.85,7.7,7.7,4.62,0.77,0.77,1.54,3.08,1.54,3.85,1.925,0.77,0.77,0.77,0.77,0.385,0.77,0.77
85,TEXAS INSTRUMENTS,54.266667,USA,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,EN,2021,2.17066668,2.17066668,2.17066668,1.08533334,1.08533334,1.08533334,2.17066668,3.527333355,3.527333355,1.356666675,0.678333338,0.678333338,1.08533334,1.08533334,0.54266667,2.71333335,5.4266667,5.4266667,3.25600002,0.54266667,0.54266667,1.08533334,2.17066668,1.08533334,2.71333335,1.356666675,0.54266667,0.54266667,0.54266667,0.54266667,0.271333335,0.54266667,0.54266667
86,TEXAS INSTRUMENTS,48.566667,USA,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,EN,2022,1.94266668,1.94266668,1.94266668,0.97133334,0.97133334,0.97133334,1.94266668,3.156833355,3.156833355,1.214166675,0.607083338,0.607083338,0.97133334,0.97133334,0.48566667,2.42833335,4.8566667,4.8566667,2.91400002,0.48566667,0.48566667,0.97133334,1.94266668,0.97133334,2.42833335,1.214166675,0.48566667,0.48566667,0.48566667,0.48566667,0.242833335,0.48566667,0.48566667
87,TEXAS INSTRUMENTS,64.1,USA,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,EN,2023,2.564,2.564,2.564,1.282,1.282,1.282,2.564,4.1665,4.1665,1.6025,0.80125,0.80125,1.282,1.282,0.641,3.205,6.41,6.41,3.846,0.641,0.641,1.282,2.564,1.282,3.205,1.6025,0.641,0.641,0.641,0.641,0.3205,0.641,0.641
